ID,product_type,size,text,rating,sentiment
390,Multi-purpose ladder,20ft,good item price cannot handle one person alwsys keep one feet,5,1
391,Multi-purpose ladder,20ft,good quality product described pay attention delivery took almost one month deliver going buy ask daraz sent abs courier,5,1
392,Multi-purpose ladder,20ft,worth every penny spent,5,1
393,Multi-purpose ladder,20ft,good product quality excellent,5,1
394,Multi-purpose ladder,20ft,good product highly recommended,5,1
395,Multi-purpose ladder,20ft,excellent product user friendly easy handle highly recommend delivered time,5,1
396,Multi-purpose ladder,20ft,good product thanks,5,1
397,Multi-purpose ladder,20ft,good product durable,5,1
398,Multi-purpose ladder,20ft,good quality product user friendly changing configuration ladder,4,1
399,Multi-purpose ladder,20ft,delivered days good quality packed well happy service quality,5,1
400,Multi-purpose ladder,20ft,seems quality product hope last several years without issues,5,1
401,Multi-purpose ladder,20ft,good product highly recommend seller well quality product well,5,1
402,Multi-purpose ladder,20ft,thank,5,1
403,Multi-purpose ladder,20ft,win,5,1
404,Multi-purpose ladder,20ft,excellent product,5,1
405,Multi-purpose ladder,20ft,good product,5,1
406,Multi-purpose ladder,20ft,great,5,1
407,Multi-purpose ladder,20ft,thanks,5,1
408,Multi-purpose ladder,20ft,good product,5,1
409,Multi-purpose ladder,20ft,honestly helpful product easy use compact one brought ft one,5,1
410,Multi-purpose ladder,20ft,slowest deliver ever daraz orders product seems good,4,1
411,Multi-purpose ladder,20ft,best service ive received daraz small dent step bar probably damaged delivery agents ladder perfectly usable however messaged seller without much hope surprise seller personally sent brand new ladder doorstep within working days also gifted extra set screws seller kind replies within minutes product really good strong price highly recommending seller product well,5,1
412,Multi-purpose ladder,20ft,good bit hard set slow delivery time took days,5,1
413,Multi-purpose ladder,20ft,good product delivery done within hours excellent service,5,1
414,Multi-purpose ladder,20ft,really helpful well packed fast delivery thank daraz,5,1
415,Multi-purpose ladder,20ft,rejected time finally ladder received good ladder,5,-1
416,Multi-purpose ladder,20ft,good quality safe deliverythank daraz,5,1
417,Multi-purpose ladder,20ft,super quality stuff think twice size want,5,1
418,Multi-purpose ladder,20ft,good quality product would really recommend,5,1
419,Multi-purpose ladder,20ft,feels sturdy locking mechanism bit stubborn,4,-1
420,Multi-purpose ladder,20ft,really good product mentioned recommended seller,5,1
421,Multi-purpose ladder,20ft,must item house highly recommended,5,1
422,Multi-purpose ladder,20ft,good product delivery delayed one month,5,1
423,Multi-purpose ladder,20ft,received good product worth money thanks,5,1
424,Multi-purpose ladder,20ft,fast delivery described totally satisfied,5,1
425,Multi-purpose ladder,20ft,man ladeer oder keruwa hodatama hodai thanks daraz,5,1
426,Multi-purpose ladder,20ft,useful inningsa lot work done,5,1
427,Multi-purpose ladder,20ft,placed order unfortunately didnt receive delivery status showing delivered,1,-1
428,Multi-purpose ladder,20ft,product really good received within days,5,1
429,Multi-purpose ladder,20ft,great quality product really happy buy,5,1
430,Multi-purpose ladder,20ft,good product worth pricerecommend buy,5,1
431,Multi-purpose ladder,20ft,good valuable product recommend seller,5,1
432,Multi-purpose ladder,20ft,product described good quality satisfied,5,1
433,Multi-purpose ladder,20ft,well packaged delivered useful ladder,5,1
434,Multi-purpose ladder,20ft,genuine product valued price,5,1
435,Multi-purpose ladder,20ft,well packing braned goods worth money,5,1
436,Multi-purpose ladder,20ft,good itam man oder keruwa hodatama hodai,5,1
437,Multi-purpose ladder,20ft,good quality well packed fast delivery,5,1
438,Multi-purpose ladder,20ft,good product packed well delivered quickly,5,1
439,Multi-purpose ladder,20ft,didnt get item please send,1,-1
440,Multi-purpose ladder,20ft,really disappointed although installment payment methods mentioned installment facility,1,-1
441,Multi-purpose ladder,20ft,fast delivery good product home use,5,1
442,Multi-purpose ladder,20ft,good product heavy useful,5,1
443,Multi-purpose ladder,20ft,quick deliver good quality thanks,5,1
444,Multi-purpose ladder,20ft,good quality satisfied mt purchase,5,1
445,Multi-purpose ladder,20ft,good quality satisfied mt purchase,5,1
446,Multi-purpose ladder,20ft,highly satisfied item seller,5,1
447,Multi-purpose ladder,20ft,good quality safely packed delivered,5,1
448,Multi-purpose ladder,20ft,worth money good one recommended,5,1
449,Multi-purpose ladder,20ft,excellent productquality excellent,5,1
450,Multi-purpose ladder,20ft,thank daraz fast service,4,1
451,Multi-purpose ladder,20ft,great product fast deliver good,5,1
452,Multi-purpose ladder,20ft,item recieved pristine condition,5,0
453,Multi-purpose ladder,20ft,delivered next day excellent product,5,1
454,Multi-purpose ladder,20ft,ideal partner day today home works,5,1
455,Multi-purpose ladder,20ft,excellent product delivered time,5,1
456,Multi-purpose ladder,20ft,money well spent excellent ladder,5,1
457,Multi-purpose ladder,20ft,item well packed works fine,5,1
458,Multi-purpose ladder,20ft,good item receive days,5,1
459,Multi-purpose ladder,20ft,recommended delivered qickly,5,1
460,Multi-purpose ladder,20ft,happy product satisfied,5,1
461,Multi-purpose ladder,20ft,well worth money,5,1
462,Multi-purpose ladder,20ft,good product get amazing discount,5,1
463,Multi-purpose ladder,20ft,good quality value money,5,1
464,Multi-purpose ladder,20ft,good condition ladder thank,5,1
465,Multi-purpose ladder,20ft,ladder damaged beyond use,1,-1
466,Multi-purpose ladder,20ft,good useful product,5,1
467,Multi-purpose ladder,20ft,nice n neat also useful one,5,1
468,Multi-purpose ladder,20ft,quality product recommended,5,1
469,Multi-purpose ladder,20ft,useful item good quality,5,1
470,Multi-purpose ladder,20ft,highly recommend product,5,1
471,Multi-purpose ladder,20ft,goodly good,5,1
472,Multi-purpose ladder,20ft,nice product shipped quickly,5,1
473,Multi-purpose ladder,20ft,good product value money,5,1
474,Multi-purpose ladder,20ft,quick delivery within two days,5,0
475,Multi-purpose ladder,20ft,good product worth money,5,1
476,Multi-purpose ladder,20ft,useful productim happy,5,1
477,Multi-purpose ladder,20ft,sturdy easy use,5,1
478,Multi-purpose ladder,20ft,recommended quality product,5,1
479,Multi-purpose ladder,20ft,thanks darazsgood product,5,1
480,Multi-purpose ladder,20ft,good product fast delivery,5,1
481,Multi-purpose ladder,20ft,item great condition,5,1
482,Multi-purpose ladder,20ft,verry good productthanks,5,1
483,Multi-purpose ladder,20ft,excellent product service,5,1
484,Multi-purpose ladder,20ft,good quality recommended,5,1
485,Multi-purpose ladder,20ft,good product thank,5,1
486,Multi-purpose ladder,20ft,good product fast delivery,5,1
487,Multi-purpose ladder,20ft,bit damaging allright,5,-1
488,Multi-purpose ladder,20ft,good product recommended,5,1
489,Multi-purpose ladder,20ft,good solid product,5,1
490,Multi-purpose ladder,20ft,good product thank,5,1
491,Multi-purpose ladder,20ft,good quality product,5,1
492,Multi-purpose ladder,20ft,good quality product,5,1
493,Multi-purpose ladder,20ft,good quality product,5,1
494,Multi-purpose ladder,20ft,good quality product,5,1
495,Multi-purpose ladder,20ft,good quality product,5,1
496,Multi-purpose ladder,20ft,everything fine,5,1
497,Multi-purpose ladder,20ft,handy product,5,0
498,Multi-purpose ladder,20ft,awesome product,5,1
499,Multi-purpose ladder,20ft,pretty good,5,1
500,Multi-purpose ladder,20ft,good product,5,1
501,Multi-purpose ladder,20ft,average quality,3,0
502,Multi-purpose ladder,20ft,product good,5,1
503,Multi-purpose ladder,20ft,quality product,5,0
504,Multi-purpose ladder,20ft,good product,5,1
505,Multi-purpose ladder,20ft,worth price,5,1
506,Multi-purpose ladder,20ft,good product,5,1
507,Multi-purpose ladder,20ft,quality product,5,0
508,Multi-purpose ladder,20ft,fast delivery,5,0
509,Multi-purpose ladder,20ft,good quality,5,1
510,Multi-purpose ladder,20ft,good product,5,1
511,Multi-purpose ladder,20ft,described,5,0
512,Multi-purpose ladder,20ft,good product,5,1
513,Multi-purpose ladder,20ft,great product,5,1
514,Multi-purpose ladder,20ft,good product,5,1
515,Multi-purpose ladder,20ft,good product,5,1
516,Multi-purpose ladder,20ft,good product,5,1
517,Multi-purpose ladder,20ft,good product,5,1
518,Multi-purpose ladder,20ft,good product,5,1
519,Multi-purpose ladder,20ft,good product,5,1
520,Multi-purpose ladder,20ft,fast delivery,5,0
521,Multi-purpose ladder,20ft,good product,5,1
522,Multi-purpose ladder,20ft,soo helpful,5,1
523,Multi-purpose ladder,20ft,product good,5,1
524,Multi-purpose ladder,20ft,good product,5,1
525,Multi-purpose ladder,20ft,recommended,5,1
526,Multi-purpose ladder,20ft,cannot safely used scaffolding setting scaffolding setting unbalanced dangerous use ladder good,1,-1
527,Multi-purpose ladder,20ft,middle hinges bending using straight mode stiffness lessafraid climbbut use shape without issue,2,1
528,Multi-purpose ladder,20ft,thank,5,1
529,Multi-purpose ladder,20ft,niyamai,5,0
530,Multi-purpose ladder,20ft,good work,5,1
532,Multi-purpose ladder,20ft,perfect,5,1
533,Multi-purpose ladder,20ft,great,5,1
534,Multi-purpose ladder,20ft,super,5,1
535,Multi-purpose ladder,20ft,thanks,5,1
536,Multi-purpose ladder,20ft,good,5,1
537,Step ladder,10ft,uploaded pictures received product please see decide busy daraz product average quality shipping service keeps getting late call several times get item delivered customer service seller like okay sir yes sir thank sir mean professional buyer asks item answer got item received damages dont know damaged unwrap packaging cut one leg ladder shipping service lateand hurry dont know cant recommend certis lanka sitrek something anyone youre bargain hunter like please purchase directly dealeroverall shopping experience good really sorry,4,1
538,Step ladder,10ft,greate value price built quality reasonable super sturdy shipping daraz slow took longer time receive need improve shipping time larger goods daraz,4,1
539,Step ladder,10ft,grate quality ladder stady light weight,5,0
540,Step ladder,10ft,entire ladder well packedalso delivery sent concessionary price carebut days dilithanks swismek drazz,5,1
541,Step ladder,10ft,order securelythanks swisstek dures,5,0
542,Step ladder,10ft,time local delivery time long even though ladder reached jaffna friday th transportation within took another days communication delivery agent poor wasted two whole days waiting delivery quality ladder good seller response satisfied,5,-1
543,Step ladder,10ft,received good condition received fast thanks lot,5,1
544,Step ladder,10ft,excellent well packed delivered due date,5,1
545,Step ladder,10ft,good service strong quality ladderthanks,5,1
546,Step ladder,10ft,one two years came review product still good,4,1
547,Step ladder,10ft,hi quality low price,5,-1
548,Step ladder,10ft,good product,5,1
549,Step ladder,10ft,perfect,5,1
550,Step ladder,10ft,good,5,1
551,Step ladder,10ft,purchased feet swissttek ladder les one month brokened shape made complain direct customer service wont accept complain told come daraz please kindly attend matter reply immediately kprohan pathirana,1,1
552,Step ladder,10ft,super,5,1
553,Step ladder,10ft,daraz shame pick servicevery poor cordinating collecting teamseven seller agreed refund payment since th may still failed arrange pick collect return almost weeksnothing happen even hv updated returnis feet ladderyou send bike riders collect itwhat joke daraz r wasting time asking location every day collect purchased take every effort deliver goods within days see history daraz happened dont hv interest gain dont actively intervene l take never give,5,-1
554,Step ladder,10ft,good ledder use st floor suitable ground floor height much ftftft ok ground floor,5,1
555,Step ladder,10ft,good quality,5,1
556,Step ladder,10ft,great product,5,1
557,Step ladder,10ft,swisstec step ladder delivered well ahead time great service comment product using tilak piyaratne,5,1
558,Step ladder,10ft,thank best service,5,1
559,Step ladder,10ft,even though well packed scratches product good though fast delivery,4,1
560,Step ladder,10ft,good,5,1
561,Step ladder,10ft,received expected issue delivery fully bubble wrapped package,5,0
562,Step ladder,10ft,quality productexactly given picture satisfied,5,1
563,Step ladder,10ft,ordered th may still received,5,0
564,Step ladder,10ft,good product fast delivery thank,5,1
565,Step ladder,10ft,good product delivery slow,5,1
566,Step ladder,10ft,ladder strong poor design leg angle larger,1,1
567,Step ladder,10ft,product okay price,4,1
568,Step ladder,10ft,good product recommended,5,1
569,Step ladder,10ft,product quality good,5,1
570,Step ladder,10ft,good quality product,5,1
571,Step ladder,10ft,thanksgood quality,5,0
572,Step ladder,10ft,good build quality,5,1
573,Step ladder,10ft,best product,5,1
575,Step ladder,10ft,good product,5,1
576,Step ladder,10ft,decent product,5,0
577,Step ladder,10ft,good,5,1
578,Step ladder,10ft,solid ladder,5,1
579,Step ladder,10ft,good product,5,1
580,Step ladder,10ft,good quality,5,1
581,Step ladder,10ft,good,5,1
582,Step ladder,10ft,good,5,1
583,Step ladder,4ft,ladder delivered carefully fast product good negative comment seller cleaned top ladder shipping dirty one expects purchasing unusednew item win,4,1
584,Step ladder,4ft,handy item used kitchen rooms take things tall cupboards essay carry sharp edges could minor injuries expect reputed manufacturer take serious improve final touches products,4,1
585,Step ladder,4ft,thanks daraz new immediate dust,5,1
586,Step ladder,4ft,good sweet good,5,1
587,Step ladder,4ft,good received good packaging,5,1
588,Step ladder,4ft,good quality,5,1
589,Step ladder,4ft,good quality,5,1
590,Step ladder,4ft,sturdy ladder edges bit sharp worth price gets job done,4,1
591,Step ladder,4ft,good product,5,1
592,Step ladder,4ft,good,5,1
593,Step ladder,4ft,win good,5,1
594,Step ladder,4ft,good,5,1
595,Step ladder,4ft,great product,5,1
596,Step ladder,4ft,premium quality safety packing damages scratches thanks swisstek daraz win,5,1
597,Step ladder,4ft,product good took extra long time deliver probably due diesel crisis country,5,-1
598,Step ladder,4ft,dont buy anything seller support purchaseim disapointed dont buy anything,1,1
599,Step ladder,4ft,good product fast delivery,5,1
600,Step ladder,4ft,highly recommend product seller,5,1
601,Step ladder,4ft,hodai haiyath hodai eth curie charter,4,0
602,Step ladder,4ft,strong ladder worth money,5,1
603,Step ladder,4ft,opening angle bit small,3,0
604,Step ladder,4ft,heavy duty useful thank,5,1
605,Step ladder,4ft,handy use home,5,0
606,Step ladder,4ft,damage step,2,-1
607,Step ladder,4ft,excellent b win,5,1
608,Step ladder,4ft,good product,5,1
609,Step ladder,4ft,good,5,1
610,Step ladder,6ft,perfect delivered good quality worth money thanks daraz swiss technology,5,1
611,Step ladder,6ft,product joints fix delivery,5,0
612,Step ladder,6ft,thankyou daraz swisstek company good packing speed delivery reasonable price use daraz promo voucher gems recommend product,5,1
613,Step ladder,6ft,product described listing well packed fully worth price overall finishing good need highlight failure quality check reverts left shaped edges endup painful scrachs image attached improvement suggestion would great manufacture add rubber cover edges top step,5,1
614,Step ladder,6ft,good product recommend seller,5,1
615,Step ladder,6ft,superb,5,1
616,Step ladder,6ft,good finish valuable product low price well packing seller communications well thank daraz seller,5,1
617,Step ladder,6ft,good rapping quality good supply swisstek company,5,1
618,Step ladder,6ft,ft step ladder delivered yesterday packing good rs sale thanks seller,5,1
619,Step ladder,6ft,wrong item delivered send one ladder one ladder take,5,-1
620,Step ladder,6ft,fast delivery product ok well packed use full product like,5,1
621,Step ladder,6ft,received nicely packed good condition well according description shortfalls notised durability checked use tnx,5,1
622,Step ladder,6ft,good product nicely packingdaraz delivery service also gooddont get fear buy product sellergood qualitythank u much seller daraz,5,1
623,Step ladder,6ft,good product seller warranty delivered carefully without damage ordered another ladder got delivered,5,1
624,Step ladder,6ft,superpudt came great better nowits brought work get started,5,1
625,Step ladder,6ft,packaging excellent damage item quality superb quality worth amount worth itat time purchased worth price almost double time recommending highly recommended note delivery got dealy due fuel situation,5,1
626,Step ladder,6ft,good one well packed worthy money satisfied,5,1
627,Step ladder,6ft,light weight build neat durability depends lightbuse guess worth price,5,1
628,Step ladder,6ft,good recommend product,5,1
629,Step ladder,6ft,highly recommend using year win,5,1
630,Step ladder,6ft,superb item thanks,5,1
631,Step ladder,6ft,good product seller warraty carefully delivered without damage,5,1
632,Step ladder,6ft,good quality ladder mentioned description everything good win,5,1
633,Step ladder,6ft,really good affordable price everything looks great ill recommend anyone problem delivery delay fine,5,1
634,Step ladder,6ft,strong product recommended buy,5,1
635,Step ladder,6ft,matches description fast delivery good worthy product thank daraz win,5,1
636,Step ladder,6ft,good product,5,1
637,Step ladder,6ft,step ladder really good price nothing complain,5,1
638,Step ladder,6ft,superb,5,1
639,Step ladder,6ft,thick worth price,4,1
640,Step ladder,6ft,good product worth price,5,1
641,Step ladder,6ft,well packed good product recommended,5,1
642,Step ladder,6ft,good quality thanks daraz,5,1
643,Step ladder,6ft,well time use,5,1
644,Step ladder,6ft,good product,5,1
645,Step ladder,6ft,well packing,5,1
646,Step ladder,6ft,good product delivered time good condition,5,1
647,Step ladder,6ft,thank much quality step ladder fast delivery,5,1
648,Step ladder,6ft,good iam satisfied,5,1
649,Step ladder,6ft,much time take delivery,5,0
650,Step ladder,6ft,item damaged received,1,-1
651,Step ladder,6ft,superb fast delivery,5,1
652,Step ladder,6ft,product worth money,5,1
653,Step ladder,6ft,product worth money,5,1
654,Step ladder,6ft,great product,5,1
655,Step ladder,6ft,good product,5,1
656,Step ladder,6ft,satisfied,5,1
657,Step ladder,6ft,delivery service chap deplorable manners,4,0
658,Step ladder,6ft,good product,5,1
659,Step ladder,6ft,good,5,1
660,Step ladder,6ft,good quality,5,1
661,Step ladder,6ft,good quality original product shipped without issue damages,5,1
662,Step ladder,6ft,good product thanks,5,1
663,Step ladder,6ft,advertised thank,5,1
664,Step ladder,6ft,good product fast delivery,5,1
665,Step ladder,6ft,great,5,1
666,Step ladder,6ft,delivery service standard n got delayed,4,-1
667,Step ladder,6ft,good product offers great value money quick hassle free deliver delivered safely packed product brand new condition,5,1
668,Step ladder,6ft,product good quality delivery service fell short bad customer service went almost km pick item,4,-1
669,Step ladder,6ft,good product worth money well packed,5,1
670,Step ladder,6ft,good product,5,1
671,Step ladder,6ft,worth money,5,1
672,Step ladder,6ft,well packed delivered promptly thanks seller daraz,5,1
673,Step ladder,6ft,ladder eka patta,5,0
675,Step ladder,6ft,good quality,5,1
676,Step ladder,6ft,supiri,5,0
677,Step ladder,6ft,great,5,1
678,Step ladder,6ft,good quality,4,1
679,Step ladder,6ft,finish upto foreign standards al edges smoothened properly,5,0
680,Step ladder,6ft,light weight strong quality ladder useful household needs,5,1
681,Step ladder,6ft,delivery lateitem good,4,1
682,Step ladder,6ft,good,4,1
683,Step ladder,6ft,amazing product durable good quality,5,1
684,Step ladder,6ft,excellent product,5,1
685,Step ladder,6ft,received good condition delivery partner verify supportful item best recommended fie others thanks,5,1
686,Step ladder,6ft,st ordered ft ladder without delivering days cancelled order delivery attempted fail home didnt go anywhere lost discount order ft ladder amount delivery super fast delivered within days,5,1
687,Step ladder,6ft,excellent product value money speed delivery expected good delivery service friendly behaviour,5,1
688,Step ladder,6ft,good company expected reputed company u get good products thank mrslouise pereira,5,1
689,Step ladder,6ft,poor quality never thought bad really scared climb feel like break part one leg bended received ladder,2,-1
690,Step ladder,6ft,doesnt look sturdy may last long dont carefully use folding smooth,3,-1
691,Step ladder,6ft,picture light wight good stablesome edges sharp worth money satisfy product,5,1
692,Step ladder,6ft,recommended good quality,5,1
693,Step ladder,6ft,really good product worth money,5,1
694,Step ladder,6ft,good product useful one,5,1
695,Step ladder,6ft,ladder ok strong enough edges sharp risky use think bit expensive,3,1
696,Step ladder,6ft,good functional step ladder,5,1
697,Step ladder,6ft,excellent service daraz seller swizztek happy product thank,5,1
698,Step ladder,6ft,delivered quickly really good quality good strength recommended,5,1
699,Step ladder,6ft,good product highlly recommended packed well,5,1
700,Step ladder,6ft,good items,5,1
701,Step ladder,6ft,good product,5,1
702,Step ladder,6ft,product delivered right time well wrapped thank,5,1
703,Step ladder,6ft,product received seen screen product quality also good safely packed,5,1
704,Step ladder,6ft,superb quality,5,1
705,Step ladder,6ft,good product valuable priceno damagesthank much daraz,5,1
706,Step ladder,6ft,recommend product received good shape overall happy,5,1
707,Step ladder,6ft,material alright climbing ladders bit shaky,3,0
708,Step ladder,6ft,speedy delivery,5,0
709,Step ladder,6ft,received ladder good condition time thank,5,1
710,Step ladder,6ft,havent use yet looks fine damages hope work fine,5,1
711,Step ladder,6ft,okay use best quality worth price,4,1
712,Step ladder,6ft,product really good really happy service,5,1
713,Step ladder,6ft,super fast delivery product excellent condition,5,1
714,Step ladder,6ft,problems damages worth price fast delivery,5,-1
716,Step ladder,6ft,really worth price really good build quality,5,1
717,Step ladder,6ft,really worth price really good build quality,5,1
718,Step ladder,6ft,highly satisfied purchase excellent item,5,1
719,Step ladder,6ft,worth price reasonable recommend product,5,1
720,Step ladder,6ft,good itermthanksswisstekdaraz,5,1
721,Step ladder,6ft,super quick delivery good product thanks,5,1
722,Step ladder,6ft,heavy duty type ok home u,4,1
723,Step ladder,6ft,well packed fast delivery quality product,5,1
724,Step ladder,6ft,worth money ideal home essential,5,1
725,Step ladder,6ft,good support side strength enough,4,1
726,Step ladder,6ft,product good delivery late,4,1
727,Step ladder,6ft,fast delivery good product recommended,5,1
728,Step ladder,6ft,quality productas described height,5,0
729,Step ladder,6ft,good product packaging good,5,1
730,Step ladder,6ft,good product recommend buying,5,1
731,Step ladder,6ft,good produt take weeks diliver,5,1
732,Step ladder,6ft,described thank,5,1
733,Step ladder,6ft,super quantity fast delivery,5,1
734,Step ladder,6ft,good product quick delivery win,5,1
735,Step ladder,6ft,quality product fast delivery,5,0
736,Step ladder,6ft,good product fast delivery,5,1
737,Step ladder,6ft,excellent productquick delivery,5,1
738,Step ladder,6ft,good product good condition,5,1
739,Step ladder,6ft,product goodfair amount,5,0
740,Step ladder,6ft,good product best price,5,1
741,Step ladder,6ft,high quality worth price,5,1
742,Step ladder,6ft,good qualityvalue money,5,1
743,Step ladder,6ft,good quality best one,5,1
744,Step ladder,6ft,superb thanks daraz,5,1
745,Step ladder,6ft,ladder really good,5,1
746,Step ladder,6ft,light weight durable,5,0
747,Step ladder,6ft,lowest price best product,5,1
748,Step ladder,6ft,product good,5,1
749,Step ladder,6ft,thank ubut late,1,1
750,Step ladder,6ft,gd product recommended,5,1
751,Step ladder,6ft,good productrecommended,5,1
752,Step ladder,6ft,good product,5,1
753,Step ladder,6ft,good item recommended,5,1
754,Step ladder,6ft,good quality product,5,1
755,Step ladder,6ft,good quality product,4,1
756,Step ladder,6ft,good quality product,5,1
757,Step ladder,6ft,useful products,5,1
758,Step ladder,6ft,fast deliverythanks,5,0
759,Step ladder,6ft,excellent,5,1
760,Step ladder,6ft,excellent product,5,1
761,Step ladder,6ft,really good,5,1
762,Step ladder,6ft,good quality item,5,1
763,Step ladder,6ft,quality product,5,0
764,Step ladder,6ft,good product,5,1
765,Step ladder,6ft,good product,5,1
766,Step ladder,6ft,good product,5,1
767,Step ladder,6ft,great product,5,1
768,Step ladder,6ft,good product,5,1
769,Step ladder,6ft,good quality,5,1
770,Step ladder,6ft,good product,5,1
771,Step ladder,6ft,good product,5,1
772,Step ladder,6ft,good quality,5,1
773,Step ladder,6ft,good quality,5,1
774,Step ladder,6ft,good product,5,1
775,Step ladder,6ft,good product,5,1
776,Step ladder,6ft,good product,5,1
777,Step ladder,6ft,good item,5,1
778,Step ladder,6ft,good,5,1
779,Step ladder,6ft,good,4,1
780,Step ladder,6ft,good,5,1
781,Step ladder,6ft,thanks,5,1
782,Step ladder,6ft,good,5,1
783,Step ladder,6ft,good,5,1
784,Step ladder,6ft,good,5,1
785,Step ladder,6ft,best,5,1
786,Step ladder,6ft,good,5,1
787,Step ladder,6ft,good,5,1
788,Step ladder,6ft,good,5,1
789,Step ladder,7ft,good quality product feet height standing,5,1
790,Step ladder,7ft,win good conditionsexcellent pakingrecommend buy others,4,1
791,Step ladder,7ft,good quality product good packing fast delivery thank,5,1
792,Step ladder,7ft,buy product get linete lateter well good,5,1
793,Step ladder,7ft,good packing good quality,5,1
794,Step ladder,7ft,good productthanks dalaz,5,1
795,Step ladder,7ft,got ladder week took long time deliver overall condition ladder worst crow poop dusty looks like old used ladder thought good condition brand swisstek order made feel like right place buy products like customers wont get satisfied deal store please think twice purchasing attached photos well,1,1
796,Step ladder,7ft,good quality product safely packed n delivered issues,5,1
797,Step ladder,7ft,fast delivery good product,5,1
798,Step ladder,7ft,perfect domestic use value money,5,1
799,Step ladder,7ft,product ok rigidity bit unsatisfied ok indoor use corners smoothed coz cause injuries ive pointed im hoping gum tape coz corners bit sharp,4,1
800,Step ladder,7ft,super ladder excellent quality cheaper hardware price quality,5,1
801,Step ladder,7ft,good product,5,1
802,Step ladder,7ft,aluminium ladder sturdy wellbuilt meets safety standards lightweight yet durable antislip steps stable base making reliable indoor outdoor tasks highly recommended quality performance,5,1
803,Step ladder,7ft,high quality ladder worth price recommended house worksfree shipping win,5,1
804,Step ladder,7ft,received product perfect condition issues liked product,5,1
805,Step ladder,7ft,fast deliverywith dayproduct valive money goog quality,4,0
806,Step ladder,7ft,well nothing packets well packed,4,1
807,Step ladder,7ft,overall good product much heavier expected also two sharp parts picture harm skin,3,-1
808,Step ladder,7ft,think good value money fast delivery photo taken wideangle lens ladder might look taller,5,1
809,Step ladder,7ft,really worth price thanks daraz like future also,5,1
810,Step ladder,7ft,item broken receivingdont ever buy,1,-1
811,Step ladder,7ft,good product recommend,5,1
812,Step ladder,7ft,well packed quick delivery worth price paid,5,1
813,Step ladder,7ft,good product high quality fast delivery win,5,1
814,Step ladder,7ft,received days complete packing value money thanks daraz,5,1
815,Step ladder,7ft,hodak hodak,5,0
816,Step ladder,7ft,good make sure sand edges,5,1
817,Step ladder,7ft,good delivery time taken days,5,1
818,Step ladder,7ft,worth money good product damages thank,5,1
819,Step ladder,7ft,swisstek best quality branded product recommended,5,1
820,Step ladder,7ft,recommend satisfied thanks daraz worth every penny,5,1
821,Step ladder,7ft,good shown images reasonable,5,1
822,Step ladder,7ft,good product safe delivery damages,5,1
823,Step ladder,7ft,good product,5,1
824,Step ladder,7ft,worst delevery experience,5,-1
825,Step ladder,7ft,good worth money,5,1
826,Step ladder,7ft,good product monythanks daraz,5,1
827,Step ladder,7ft,good condition reccomond seller,5,1
828,Step ladder,7ft,bad good,5,-1
829,Step ladder,7ft,recommended really good,5,1
830,Step ladder,7ft,good quality fast delivery,5,1
831,Step ladder,7ft,highly recommend best product,5,1
832,Step ladder,7ft,good product recommended,5,1
833,Step ladder,7ft,superb quality product recommend buy fast delivery like rocket,5,1
834,Step ladder,7ft,highly recommended,5,1
835,Step ladder,7ft,good product,5,1
836,Step ladder,7ft,good product,5,1
837,Step ladder,7ft,good,5,1
838,Step ladder,7ft,good,5,1
839,Step ladder,7ft,good one,5,1
840,Step ladder,7ft,good,5,1
841,Step ladder,7ft,described,5,0
842,Step ladder,7ft,good quality,5,1
843,Step ladder,7ft,good product,5,1
844,Step ladder,7ft,hi quality product fast delivery recommended seller,5,1
845,Step ladder,7ft,good product nicely packed sent,5,1
846,Step ladder,7ft,good product,5,1
847,Step ladder,7ft,good,5,1
848,Step ladder,7ft,ladder best seller best certis delivery service weak,5,1
849,Step ladder,7ft,prone cuts bruises sharp cut aluminum edges expected better finished product overall worth price,3,1
850,Step ladder,7ft,order went like k days deliver,4,1
851,Step ladder,7ft,delayed delivery delivery company name jetex product delivered calling many times customer care jetex,5,1
852,Step ladder,7ft,absolutely worth price good quality quick delivery,5,1
853,Step ladder,7ft,good ladder,5,1
854,Step ladder,7ft,good product picture,5,1
855,Step ladder,7ft,satisfied good packaging fast delivery,5,1
856,Step ladder,7ft,value money,5,1
857,Step ladder,7ft,almost one month taken delivery product really good,3,1
858,Step ladder,7ft,good item,5,1
859,Step ladder,7ft,happy purchase good product quick delivery thanks daraz alumex,5,1
860,Step ladder,7ft,quality checked shipping swisstek company dont quality checkers low price low quality,2,-1
861,Step ladder,7ft,ordered ledder th dec bit still didnt get product,1,0
862,Step ladder,7ft,would rate possible diagonal crossbars slightly flimsy overall quite good reasonably steady steps total including top deep except topmost step deep bottom step wide steps get progressively narrower th step wide topmost step wide decent rubber feet im reasonably satisfied purchase,5,1
863,Step ladder,7ft,enough strength aluminium runners,3,1
864,Step ladder,7ft,satisfied ladder balanced dangerous legs touch ground dangerous climb unsatisfied,2,-1
865,Step ladder,7ft,whoooooits great deal well received item safe packaging highly recommend seller thanks seller daraz also,5,1
866,Step ladder,7ft,good finishing good value spend,5,1
867,Step ladder,7ft,good,5,1
868,Step ladder,7ft,brilliant ladder long recommend buy happy,5,1
869,Step ladder,7ft,good product,4,1
870,Step ladder,7ft,products good worth value,5,1
871,Step ladder,7ft,good item,5,1
872,Step ladder,7ft,good product,5,1
